years since ipo,Company Name (Full),Company Name,Growth Group,Net Income (2008),Number of Records,Revenue (2008),Revenue (Inflation Adjusted),Segment,Ticker,Year Founded,Year
11,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,,Services,CBR,1974,1985
12,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,,Services,CBR,1974,1986
13,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,,Services,CBR,1974,1987
14,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,,Services,CBR,1974,1988
15,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,30.96,Services,CBR,1974,1989
16,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,36.023,Services,CBR,1974,1990
17,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,43.212,Services,CBR,1974,1991
18,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,46.816,Services,CBR,1974,1992
19,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,55.125,Services,CBR,1974,1993
20,"CIBER, Inc.",CIBER,Slow Burner,29.96,1,1191.57,114.114,Services,CBR,1974,1994
0,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,0,Systems Management,QSFT,1987,1987
1,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,,Systems Management,QSFT,1987,1988
2,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,,Systems Management,QSFT,1987,1989
3,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,,Systems Management,QSFT,1987,1990
4,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,,Systems Management,QSFT,1987,1991
5,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,,Systems Management,QSFT,1987,1992
6,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,,Systems Management,QSFT,1987,1993
7,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,8.131,Systems Management,QSFT,1987,1994
8,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,13.3336,Systems Management,QSFT,1987,1995
9,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,17.4923,Systems Management,QSFT,1987,1996
10,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,24.5421,Systems Management,QSFT,1987,1997
11,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,45.9228,Systems Management,QSFT,1987,1998
12,"Quest Software, Inc.",Quest,Slow Burner,67.85,1,735.38,90.624,Systems Management,QSFT,1987,1999
0,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,0,Vertical Application,RLRN,1986,1986
1,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,,Vertical Application,RLRN,1986,1987
2,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,,Vertical Application,RLRN,1986,1988
3,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,,Vertical Application,RLRN,1986,1989
4,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,,Vertical Application,RLRN,1986,1990
5,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,,Vertical Application,RLRN,1986,1991
6,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,4.8199,Vertical Application,RLRN,1986,1992
7,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,7.7734,Vertical Application,RLRN,1986,1993
8,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,11.7989,Vertical Application,RLRN,1986,1994
9,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,17.647,Vertical Application,RLRN,1986,1995
10,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,30.4382,Vertical Application,RLRN,1986,1996
11,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,48.642,Vertical Application,RLRN,1986,1997
12,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,72.732,Vertical Application,RLRN,1986,1998
13,"Renaissance Learning, Inc.",Renaissance Learning,Slow Burner,7.57,1,107.93,106.88,Vertical Application,RLRN,1986,1999
0,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,0,Vertical Application,NATI,1976,1976
0,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,0,Vertical Application,MCRS,1977,1977
1,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1977
1,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,4.578,Vertical Application,MCRS,1977,1978
2,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1978
2,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,12.306,Vertical Application,MCRS,1977,1979
3,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1979
3,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,17.286,Vertical Application,MCRS,1977,1980
4,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1980
4,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,21.294,Vertical Application,MCRS,1977,1981
5,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1981
5,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,,Vertical Application,MCRS,1977,1982
6,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1982
6,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,32.589,Vertical Application,MCRS,1977,1983
7,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1983
7,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,,Vertical Application,MCRS,1977,1984
8,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1984
8,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,,Vertical Application,MCRS,1977,1985
9,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1985
9,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,,Vertical Application,MCRS,1977,1986
10,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1986
10,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,,Vertical Application,MCRS,1977,1987
11,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1987
11,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,,Vertical Application,MCRS,1977,1988
12,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,,Vertical Application,NATI,1976,1988
12,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,43.86,Vertical Application,MCRS,1977,1989
13,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,53.492,Vertical Application,NATI,1976,1989
13,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,57.376,Vertical Application,MCRS,1977,1990
14,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,72.861,Vertical Application,NATI,1976,1990
14,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,61.776,Vertical Application,MCRS,1977,1991
15,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,92.82,Vertical Application,NATI,1976,1991
15,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,67.336,Vertical Application,MCRS,1977,1992
16,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,125.856,Vertical Application,NATI,1976,1992
16,"MICROS Systems, Inc.",MICROS,Slow Burner,100.64,1,954.18,81.291,Vertical Application,MCRS,1977,1993
17,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,155.085,Vertical Application,NATI,1976,1993
18,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,181.61,Vertical Application,NATI,1976,1994
19,National Instruments Corp,National Instruments,Slow Burner,107.03,1,740.38,231,Vertical Application,NATI,1976,1995
0,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,0,Vertical Application,ADVS,1983,1983
1,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,,Vertical Application,ADVS,1983,1984
2,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,,Vertical Application,ADVS,1983,1985
3,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,,Vertical Application,ADVS,1983,1986
4,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,,Vertical Application,ADVS,1983,1987
5,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,,Vertical Application,ADVS,1983,1988
6,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,,Vertical Application,ADVS,1983,1989
7,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,7.824,Vertical Application,ADVS,1983,1990
8,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,9.828,Vertical Application,ADVS,1983,1991
9,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,16.112,Vertical Application,ADVS,1983,1992
10,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,24.549,Vertical Application,ADVS,1983,1993
11,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,28.743,Vertical Application,ADVS,1983,1994
12,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,36.4,Vertical Application,ADVS,1983,1995
13,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,49.912,Vertical Application,ADVS,1983,1996
14,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,65.124,Vertical Application,ADVS,1983,1997
15,"Advent Software, Inc.",Advent,Slow Burner,18.9,1,264,93.72,Vertical Application,ADVS,1983,1998
0,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,0,Vertical Application,EPIQ,1988,1988
1,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,,Vertical Application,EPIQ,1988,1989
2,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,,Vertical Application,EPIQ,1988,1990
3,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,,Vertical Application,EPIQ,1988,1991
4,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,,Vertical Application,EPIQ,1988,1992
5,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,,Vertical Application,EPIQ,1988,1993
6,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,7.007,Vertical Application,EPIQ,1988,1994
7,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,7.28,Vertical Application,EPIQ,1988,1995
8,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,8.568,Vertical Application,EPIQ,1988,1996
9,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,11.122,Vertical Application,EPIQ,1988,1997
10,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,15.18,Vertical Application,EPIQ,1988,1998
11,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,18.944,Vertical Application,EPIQ,1988,1999
12,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,28.768,Vertical Application,EPIQ,1988,2000
13,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,36.722,Vertical Application,EPIQ,1988,2001
14,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,43.078,Vertical Application,EPIQ,1988,2002
15,"EPIQ Systems, Inc.",EPIQ,Slow Burner,13.84,1,236.12,76.727,Vertical Application,EPIQ,1988,2003
0,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,0,Vertical Application,BLKB,1982,1982
1,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1983
2,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1984
3,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1985
4,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1986
5,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1987
6,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1988
7,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1989
8,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1990
9,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1991
10,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1992
11,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1993
12,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1994
13,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1995
14,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1996
15,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,,Vertical Application,BLKB,1982,1997
16,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,86.6342,Vertical Application,BLKB,1982,1998
17,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,118.3706,Vertical Application,BLKB,1982,1999
18,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,103.6851,Vertical Application,BLKB,1982,2000
19,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,109.8415,Vertical Application,BLKB,1982,2001
20,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,125.2225,Vertical Application,BLKB,1982,2002
21,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,133.4451,Vertical Application,BLKB,1982,2003
22,"Blackbaud, Inc.",Blackbaud,Slow Burner,29.88,1,302.5,156.731,Vertical Application,BLKB,1982,2004
0,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,0,Vertical Application,RTLX,1982,1982
1,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1983
2,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1984
3,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1985
4,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1986
5,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1987
6,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1988
7,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1989
8,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1990
9,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1991
10,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,,Vertical Application,RTLX,1982,1992
11,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,2.499,Vertical Application,RTLX,1982,1993
12,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,4.576,Vertical Application,RTLX,1982,1994
13,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,5.04,Vertical Application,RTLX,1982,1995
14,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,8.84,Vertical Application,RTLX,1982,1996
15,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,15.008,Vertical Application,RTLX,1982,1997
16,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,21.8677,Vertical Application,RTLX,1982,1998
17,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,31.744,Vertical Application,RTLX,1982,1999
18,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,44.64,Vertical Application,RTLX,1982,2000
19,Retalix Limited,Retalix,Slow Burner,-0.5,1,221.41,72.2045,Vertical Application,RTLX,1982,2001
0,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,0,Vertical Application,QSII,1974,1974
1,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1975
2,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1976
3,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1977
4,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,0.1962,Vertical Application,QSII,1974,1978
5,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,3.809,Vertical Application,QSII,1974,1979
6,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,7.482,Vertical Application,QSII,1974,1980
7,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,11.934,Vertical Application,QSII,1974,1981
8,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,15.18,Vertical Application,QSII,1974,1982
9,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1983
10,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1984
11,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1985
12,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1986
13,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1987
14,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1988
15,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1989
16,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,,Vertical Application,QSII,1974,1990
17,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,20.475,Vertical Application,QSII,1974,1991
18,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,17.7992,Vertical Application,QSII,1974,1992
19,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,17.127,Vertical Application,QSII,1974,1993
20,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,16.8054,Vertical Application,QSII,1974,1994
21,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,16.8686,Vertical Application,QSII,1974,1995
22,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,22.712,Vertical Application,QSII,1974,1996
23,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,26.9702,Vertical Application,QSII,1974,1997
24,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,41.2051,Vertical Application,QSII,1974,1998
25,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,43.2845,Vertical Application,QSII,1974,1999
26,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,45.1025,Vertical Application,QSII,1974,2000
27,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,48.7219,Vertical Application,QSII,1974,2001
28,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,52.836,Vertical Application,QSII,1974,2002
29,"Quality Systems, Inc.",Quality Systems,Slow Burner,40.08,1,186.5,61.924,Vertical Application,QSII,1974,2003
