Home > Away,Season Start,Label,More Home than Away,HOME V AWAY,Home < Away,Number of Records,Home Attendance,Home Games,Rank,Road Attendance,Road Games,Season,Team,Total Attendance,Total Games
,1/1/2007,0,0,-99202,Road,1,611328,41,27,710530,41,2007-08,Nashville,1321858,82
,1/1/2007,0,0,-87275,Road,1,607757,41,28,695032,41,2007-08,Columbus,1302789,82
,1/1/2007,0,0,-81244,Road,1,607638,41,29,688882,41,2007-08,Arizona,1296520,82
Home,1/1/2016,0,1,66584,,1,821107,41,3,754523,41,2016-17,Detroit,1575630,82
,1/1/2007,0,0,-164239,Road,1,559247,41,30,723486,41,2007-08,NY Islanders,1282733,82
Home,1/1/2006,0,1,177612,,1,872193,41,1,694581,41,2006-07,Montreal,1566774,82
Home,1/1/2006,0,1,129478,,1,822706,41,2,693228,41,2006-07,Detroit,1515934,82
Home,1/1/2006,0,1,126185,,1,814944,41,3,688759,41,2006-07,Tampa Bay,1503703,82
Home,1/1/2006,0,1,95380,,1,798981,41,4,703601,41,2006-07,Toronto,1502582,82
Home,1/1/2006,0,1,99280,,1,794271,41,5,694991,41,2006-07,Ottawa,1489262,82
Home,1/1/2006,0,1,91676,,1,790849,41,6,699173,41,2006-07,Calgary,1490022,82
Home,1/1/2006,0,1,107613,,1,790591,41,7,682978,41,2006-07,Philadelphia,1473569,82
Home,1/1/2006,0,1,43460,,1,766290,41,8,722830,41,2006-07,Buffalo,1489120,82
Home,1/1/2006,0,1,61090,,1,763830,41,9,702740,41,2006-07,Vancouver,1466570,82
Home,1/1/2016,0,1,78710,,1,810273,41,4,731563,41,2016-17,Pittsburgh,1541836,82
Home,1/1/2006,0,1,68446,,1,760280,41,10,691834,41,2006-07,Minnesota,1452114,82
Home,1/1/2006,0,1,13735,,1,746200,41,11,732465,41,2006-07,NY Rangers,1478665,82
Home,1/1/2006,0,1,48578,,1,734508,41,12,685930,41,2006-07,Dallas,1420438,82
Home,1/1/2006,0,1,14918,,1,722127,41,13,707209,41,2006-07,Colorado,1429336,82
Home,1/1/2006,0,1,46795,,1,714316,41,14,667521,41,2006-07,San Jose,1381837,82
Home,1/1/2006,0,1,16558,,1,712861,41,15,696303,41,2006-07,Carolina,1409164,82
Home,1/1/2006,0,1,13089,,1,691229,41,16,678140,41,2006-07,Los Angeles,1369369,82
,1/1/2006,0,0,-9799,Road,1,690399,41,17,700198,41,2006-07,Edmonton,1390597,82
,1/1/2006,0,0,-55995,Road,1,673395,41,18,729390,41,2006-07,Pittsburgh,1402785,82
Home,1/1/2006,0,1,7054,,1,672443,41,19,665389,41,2006-07,Columbus,1337832,82
Home,1/1/2016,0,1,96406,,1,809519,41,5,713113,41,2016-17,Toronto,1522632,82
,1/1/2006,0,0,-16015,Road,1,671965,41,20,687980,41,2006-07,Anaheim,1359945,82
,1/1/2006,0,0,-24537,Road,1,665862,41,21,690399,41,2006-07,Winnipeg,1356261,82
,1/1/2006,0,0,-49146,Road,1,630183,41,22,679329,41,2006-07,Florida,1309512,82
,1/1/2006,0,0,-26333,Road,1,625649,41,23,651982,41,2006-07,Nashville,1277631,82
,1/1/2006,0,0,-65015,Road,1,614519,41,24,679534,41,2006-07,Arizona,1294053,82
,1/1/2006,0,0,-131336,Road,1,605352,41,25,736688,41,2006-07,Boston,1342040,82
,1/1/2006,0,0,-129141,Road,1,581225,41,26,710366,41,2006-07,New Jersey,1291591,82
,1/1/2006,0,0,-141410,Road,1,571129,41,27,712539,41,2006-07,Washington,1283668,82
,1/1/2006,0,0,-176090,Road,1,528331,41,28,704421,41,2006-07,NY Islanders,1232752,82
,1/1/2006,0,0,-162317,Road,1,521809,41,29,684126,41,2006-07,Chicago,1205935,82
Home,1/1/2016,0,1,44079,,1,805408,41,6,761329,41,2016-17,Philadelphia,1566737,82
,1/1/2006,0,0,-173159,Road,1,513345,41,30,686504,41,2006-07,St. Louis,1199849,82
Home,1/1/2005,0,1,157482,,1,872194,41,1,714712,41,2005-06,Montreal,1586906,82
Home,1/1/2005,0,1,190996,,1,840887,41,2,649891,41,2005-06,Tampa Bay,1490778,82
Home,1/1/2005,0,1,94609,,1,822646,41,3,728037,41,2005-06,Detroit,1550683,82
Home,1/1/2005,0,1,98697,,1,805783,41,4,707086,41,2005-06,Philadelphia,1512869,82
Home,1/1/2005,0,1,111129,,1,798453,41,5,687324,41,2005-06,Ottawa,1485777,82
Home,1/1/2005,0,1,85750,,1,795747,41,6,709997,41,2005-06,Toronto,1505744,82
Home,1/1/2005,0,1,101557,,1,790849,41,7,689292,41,2005-06,Calgary,1480141,82
Home,1/1/2005,0,1,71258,,1,763830,41,8,692572,41,2005-06,Vancouver,1456402,82
Home,1/1/2005,0,1,76504,,1,761614,41,9,685110,41,2005-06,Minnesota,1446724,82
Home,1/1/2016,0,1,96501,,1,801127,41,7,704626,41,2016-17,St. Louis,1505753,82
Home,1/1/2005,0,1,30694,,1,743848,41,10,713154,41,2005-06,NY Rangers,1457002,82
Home,1/1/2005,0,1,33989,,1,738287,41,11,704298,41,2005-06,Colorado,1442585,82
Home,1/1/2005,0,1,23909,,1,731405,41,12,707496,41,2005-06,Los Angeles,1438901,82
Home,1/1/2005,0,1,31765,,1,730979,41,13,699214,41,2005-06,Dallas,1430193,82
,1/1/2005,0,0,-31034,Road,1,692329,41,14,723363,41,2005-06,Buffalo,1415692,82
,1/1/2005,0,0,-14442,Road,1,690143,41,15,704585,41,2005-06,Edmonton,1394728,82
,1/1/2005,0,0,-4363,Road,1,690095,41,16,694458,41,2005-06,San Jose,1384553,82
Home,1/1/2005,0,1,24742,,1,688655,41,17,663913,41,2005-06,Columbus,1352568,82
,1/1/2005,0,0,-68038,Road,1,664673,41,18,732711,41,2005-06,Boston,1397384,82
,1/1/2005,0,0,-14255,Road,1,656587,41,19,670842,41,2005-06,Florida,1327429,82
Home,1/1/2016,0,1,79663,,1,782772,41,8,703109,41,2016-17,Tampa Bay,1485881,82
,1/1/2005,0,0,-54150,Road,1,647975,41,20,702125,41,2005-06,Pittsburgh,1350100,82
,1/1/2005,0,0,-67058,Road,1,639454,41,21,706512,41,2005-06,Carolina,1345966,82
,1/1/2005,0,0,-58621,Road,1,638871,41,22,697492,41,2005-06,Arizona,1336363,82
,1/1/2005,0,0,-42120,Road,1,637578,41,23,679698,41,2005-06,Winnipeg,1317276,82
,1/1/2005,0,0,-87649,Road,1,620380,41,24,708029,41,2005-06,Anaheim,1328409,82
,1/1/2005,0,0,-69856,Road,1,591556,41,25,661412,41,2005-06,Nashville,1252968,82
,1/1/2005,0,0,-102687,Road,1,583448,41,26,686135,41,2005-06,New Jersey,1269583,82
,1/1/2005,0,0,-104992,Road,1,582742,41,27,687734,41,2005-06,St. Louis,1270476,82
,1/1/2005,0,0,-107289,Road,1,570113,41,28,677402,41,2005-06,Washington,1247515,82
,1/1/2005,0,0,-139814,Road,1,546075,41,29,685889,41,2005-06,Chicago,1231964,82
Home,1/1/2016,0,1,61345,,1,781879,41,9,720534,41,2016-17,Minnesota,1502413,82
,1/1/2005,0,0,-166005,Road,1,516973,41,30,682978,41,2005-06,NY Islanders,1199951,82
Home,1/1/2003,0,1,126005,,1,842767,41,1,716762,41,2003-04,Montreal,1559529,82
Home,1/1/2003,0,1,88150,,1,822706,41,2,734556,41,2003-04,Detroit,1557262,82
Home,1/1/2003,0,1,100760,,1,794439,41,3,693679,41,2003-04,Toronto,1488118,82
Home,1/1/2003,0,1,121332,,1,794388,41,4,673056,41,2003-04,Philadelphia,1467444,82
Home,1/1/2003,0,1,73267,,1,763830,41,5,690563,41,2003-04,Vancouver,1454393,82
Home,1/1/2003,0,1,84968,,1,760976,41,6,676008,41,2003-04,St. Louis,1436984,82
Home,1/1/2003,0,1,95331,,1,759736,41,7,664405,41,2003-04,Minnesota,1424141,82
Home,1/1/2003,0,1,78270,,1,752556,41,8,674286,41,2003-04,Dallas,1426842,82
Home,1/1/2003,0,1,43851,,1,741302,41,9,697451,41,2003-04,NY Rangers,1438753,82
Home,1/1/2017,0,1,34737,,1,786677,41,5,751940,41,2017-18,Toronto,1538617,82
Home,1/1/2016,0,1,62834,,1,767829,41,10,704995,41,2016-17,Calgary,1472824,82
Home,1/1/2003,0,1,15949,,1,738287,41,10,722338,41,2003-04,Colorado,1460625,82
Home,1/1/2003,0,1,68526,,1,733464,41,11,664938,41,2003-04,Los Angeles,1398402,82
Home,1/1/2003,0,1,75331,,1,730634,41,12,655303,41,2003-04,Tampa Bay,1385937,82
Home,1/1/2003,0,1,81490,,1,728101,41,13,646611,41,2003-04,Ottawa,1374712,82
Home,1/1/2003,0,1,42048,,1,724780,41,14,682732,41,2003-04,Edmonton,1407512,82
Home,1/1/2003,0,1,53480,,1,712145,41,15,658665,41,2003-04,Columbus,1370810,82
,1/1/2003,0,0,-11616,Road,1,679767,41,16,691383,41,2003-04,Calgary,1371150,82
Home,1/1/2003,0,1,8327,,1,653380,41,17,645053,41,2003-04,Florida,1298433,82
,1/1/2003,0,0,-14201,Road,1,649261,41,18,663462,41,2003-04,San Jose,1312723,82
,1/1/2003,0,0,-13607,Road,1,634152,41,19,647759,41,2003-04,Arizona,1281911,82
Home,1/1/2016,0,1,57873,,1,758891,41,11,701018,41,2016-17,Vancouver,1459909,82
,1/1/2003,0,0,-39511,Road,1,626903,41,20,666414,41,2003-04,Buffalo,1293317,82
,1/1/2003,0,0,-59885,Road,1,620469,41,21,680354,41,2003-04,Boston,1300823,82
,1/1/2003,0,0,-41570,Road,1,619965,41,22,661535,41,2003-04,Winnipeg,1281500,82
,1/1/2003,0,0,-69342,Road,1,617449,41,23,686791,41,2003-04,New Jersey,1304240,82
,1/1/2003,0,0,-68707,Road,1,614476,41,24,683183,41,2003-04,Anaheim,1297659,82
,1/1/2003,0,0,-65551,Road,1,603528,41,25,669079,41,2003-04,Washington,1272607,82
,1/1/2003,0,0,-118279,Road,1,561419,41,26,679698,41,2003-04,NY Islanders,1241117,82
,1/1/2003,0,0,-154118,Road,1,543374,41,27,697492,41,2003-04,Chicago,1240866,82
,1/1/2003,0,0,-147792,Road,1,539450,41,28,687242,41,2003-04,Nashville,1226692,82
,1/1/2003,0,0,-156370,Road,1,505534,41,29,661904,41,2003-04,Carolina,1167438,82
Home,1/1/2016,0,1,50963,,1,758746,41,12,707783,41,2016-17,Washington,1466529,82
,1/1/2003,0,0,-195935,Road,1,486961,41,30,682896,41,2003-04,Pittsburgh,1169857,82
Home,1/1/2002,0,1,177482,,1,847586,41,1,670104,41,2002-03,Montreal,1517690,82
Home,1/1/2002,0,1,79909,,1,822378,41,2,742469,41,2002-03,Detroit,1564847,82
Home,1/1/2002,0,1,116161,,1,792333,41,3,676172,41,2002-03,Philadelphia,1468505,82
Home,1/1/2002,0,1,87419,,1,788847,41,4,701428,41,2002-03,Toronto,1490275,82
Home,1/1/2002,0,1,96081,,1,761388,41,5,665307,41,2002-03,St. Louis,1426695,82
Home,1/1/2002,0,1,74702,,1,759812,41,6,685110,41,2002-03,Dallas,1444922,82
Home,1/1/2002,0,1,84660,,1,758536,41,7,673876,41,2002-03,Minnesota,1432412,82
Home,1/1/2002,0,1,73196,,1,754247,41,8,681051,41,2002-03,Vancouver,1435298,82
Home,1/1/2002,0,1,22796,,1,744068,41,9,721272,41,2002-03,NY Rangers,1465340,82
Home,1/1/2016,0,1,20992,,1,752227,41,13,731235,41,2016-17,Edmonton,1483462,82
Home,1/1/2002,0,1,31447,,1,738287,41,10,706840,41,2002-03,Colorado,1445127,82
Home,1/1/2002,0,1,65823,,1,727522,41,11,661699,41,2002-03,Columbus,1389221,82
Home,1/1/2002,0,1,41980,,1,720366,41,12,678386,41,2002-03,Los Angeles,1398752,82
Home,1/1/2002,0,1,39109,,1,711386,41,13,672277,41,2002-03,San Jose,1383663,82
Home,1/1/2002,0,1,59948,,1,705124,41,14,645176,41,2002-03,Ottawa,1350300,82
,1/1/2002,0,0,-3216,Road,1,682960,41,15,686176,41,2002-03,Edmonton,1369136,82
Home,1/1/2002,0,1,2510,,1,678354,41,16,675844,41,2002-03,Tampa Bay,1354198,82
,1/1/2002,0,0,-7863,Road,1,665808,41,17,673671,41,2002-03,Calgary,1339479,82
,1/1/2002,0,0,-16026,Road,1,647272,41,18,663298,41,2002-03,Washington,1310570,82
Home,1/1/2002,0,1,3086,,1,642973,41,19,639887,41,2002-03,Carolina,1282860,82
Home,1/1/2016,0,1,39009,,1,747858,41,14,708849,41,2016-17,Los Angeles,1456707,82
,1/1/2002,0,0,-20250,Road,1,632552,41,20,652802,41,2002-03,Florida,1285354,82
,1/1/2002,0,0,-81623,Road,1,616197,41,21,697820,41,2002-03,Boston,1314017,82
,1/1/2002,0,0,-54916,Road,1,612154,41,22,667070,41,2002-03,NY Islanders,1279224,82
,1/1/2002,0,0,-87167,Road,1,609218,41,23,696385,41,2002-03,New Jersey,1305603,82
,1/1/2002,0,0,-95504,Road,1,606580,41,24,702084,41,2002-03,Chicago,1308664,82
,1/1/2002,0,0,-107341,Road,1,604788,41,25,712129,41,2002-03,Pittsburgh,1316917,82
,1/1/2002,0,0,-107691,Road,1,573524,41,26,681215,41,2002-03,Anaheim,1254739,82
,1/1/2002,0,0,-131435,Road,1,564827,41,27,696262,41,2002-03,Buffalo,1261089,82
,1/1/2002,0,0,-100513,Road,1,552535,41,28,653048,41,2002-03,Winnipeg,1205583,82
,1/1/2002,0,0,-121714,Road,1,542404,41,29,664118,41,2002-03,Arizona,1206522,82
Home,1/1/2016,0,1,37184,,1,743819,41,15,706635,41,2016-17,Buffalo,1450454,82
,1/1/2002,0,0,-120521,Road,1,542367,41,30,662888,41,2002-03,Nashville,1205255,82
Home,1/1/2001,0,1,76588,,1,822378,41,1,745790,41,2001-02,Detroit,1568168,82
Home,1/1/2001,0,1,139597,,1,821140,41,2,681543,41,2001-02,Montreal,1502683,82
Home,1/1/2001,0,1,90618,,1,802337,41,3,711719,41,2001-02,Philadelphia,1514056,82
Home,1/1/2001,0,1,78000,,1,790457,41,4,712457,41,2001-02,Toronto,1502914,82
Home,1/1/2001,0,1,76636,,1,777695,41,5,701059,41,2001-02,St. Louis,1478754,82
Home,1/1/2001,0,1,68921,,1,759812,41,6,690891,41,2001-02,Dallas,1450703,82
Home,1/1/2001,0,1,105647,,1,756686,41,7,651039,41,2001-02,Minnesota,1407725,82
Home,1/1/2001,0,1,86100,,1,743576,41,8,657476,41,2001-02,Columbus,1401052,82
Home,1/1/2001,0,1,6994,,1,739582,41,9,732588,41,2001-02,NY Rangers,1472170,82
Home,1/1/2016,0,1,17037,,1,742163,41,16,725126,41,2016-17,Dallas,1467289,82
Home,1/1/2001,0,1,13407,,1,738287,41,10,724880,41,2001-02,Colorado,1463167,82
Home,1/1/2001,0,1,57393,,1,726226,41,11,668833,41,2001-02,Vancouver,1395059,82
Home,1/1/2001,0,1,52392,,1,714337,41,12,661945,41,2001-02,San Jose,1376282,82
Home,1/1/2001,0,1,18828,,1,710990,41,13,692162,41,2001-02,Washington,1403152,82
Home,1/1/2001,0,1,30403,,1,705468,41,14,675065,41,2001-02,Buffalo,1380533,82
Home,1/1/2001,0,1,29402,,1,693684,41,15,664282,41,2001-02,Ottawa,1357966,82
,1/1/2001,0,0,-855,Road,1,687002,41,16,687857,41,2001-02,Los Angeles,1374859,82
Home,1/1/2001,0,1,17542,,1,680307,41,17,662765,41,2001-02,Edmonton,1343072,82
,1/1/2001,0,0,-2454,Road,1,659040,41,18,661494,41,2001-02,Florida,1320534,82
,1/1/2001,0,0,-46831,Road,1,652957,41,19,699788,41,2001-02,New Jersey,1352745,82
Home,1/1/2016,0,1,5133,,1,738828,41,17,733695,41,2016-17,NY Rangers,1472523,82
,1/1/2001,0,0,-5486,Road,1,644610,41,20,650096,41,2001-02,Tampa Bay,1294706,82
,1/1/2001,0,0,-20964,Road,1,644466,41,21,665430,41,2001-02,Calgary,1309896,82
,1/1/2001,0,0,-55016,Road,1,641615,41,22,696631,41,2001-02,Pittsburgh,1338246,82
,1/1/2001,0,0,-53879,Road,1,638324,41,23,692203,41,2001-02,Chicago,1330527,82
,1/1/2001,0,0,-65068,Road,1,635868,41,24,700936,41,2001-02,Carolina,1336804,82
,1/1/2001,0,0,-64593,Road,1,631546,41,25,696139,41,2001-02,Boston,1327685,82
,1/1/2001,0,0,-58386,Road,1,606347,41,26,664733,41,2001-02,Nashville,1271080,82
,1/1/2001,0,0,-126004,Road,1,596498,41,27,722502,41,2001-02,NY Islanders,1319000,82
,1/1/2001,0,0,-98261,Road,1,560404,41,28,658665,41,2001-02,Winnipeg,1219069,82
,1/1/2001,0,0,-143372,Road,1,539770,41,29,683142,41,2001-02,Arizona,1222912,82
,1/1/2016,0,0,-11070,Road,1,720165,41,18,731235,41,2016-17,Boston,1451400,82
,1/1/2001,0,0,-206715,Road,1,492089,41,30,698804,41,2001-02,Anaheim,1190893,82
Home,1/1/2000,0,1,167775,,1,824308,41,1,656533,41,2000-01,Montreal,1480841,82
Home,1/1/2000,0,1,86346,,1,819795,41,2,733449,41,2000-01,Detroit,1553244,82
Home,1/1/2000,0,1,98133,,1,802595,41,3,704462,41,2000-01,Philadelphia,1507057,82
Home,1/1/2000,0,1,107501,,1,800319,41,4,692818,41,2000-01,St. Louis,1493137,82
Home,1/1/2000,0,1,85515,,1,789567,41,5,704052,41,2000-01,Toronto,1493619,82
Home,1/1/2000,0,1,87596,,1,751468,41,6,663872,41,2000-01,Minnesota,1415340,82
Home,1/1/2000,0,1,23452,,1,746200,41,7,722748,41,2000-01,NY Rangers,1468948,82
Home,1/1/2000,0,1,26117,,1,738287,41,8,712170,41,2000-01,Colorado,1450457,82
Home,1/1/2000,0,1,68550,,1,731438,41,9,662888,41,2000-01,Buffalo,1394326,82
Home,1/1/2016,0,1,28008,,1,717833,41,19,689825,41,2016-17,San Jose,1407658,82
Home,1/1/2000,0,1,60723,,1,729515,41,10,668792,41,2000-01,Ottawa,1398307,82
Home,1/1/2000,0,1,56055,,1,716196,41,11,660141,41,2000-01,San Jose,1376337,82
Home,1/1/2000,0,1,59656,,1,715738,41,12,656082,41,2000-01,Columbus,1371820,82
Home,1/1/2000,0,1,10630,,1,698077,41,13,687447,41,2000-01,Vancouver,1385524,82
Home,1/1/2000,0,1,26773,,1,697041,41,14,670268,41,2000-01,Dallas,1367309,82
Home,1/1/2000,0,1,4871,,1,681535,41,15,676664,41,2000-01,Calgary,1358199,82
,1/1/2000,0,0,-65037,Road,1,683655,42,16,748692,42,2000-01,Pittsburgh,1432347,84
,1/1/2000,0,0,-21276,Road,1,658340,41,17,679616,41,2000-01,Los Angeles,1337956,82
Home,1/1/2000,0,1,5262,,1,662226,42,18,656964,42,2000-01,Nashville,1319190,84
,1/1/2000,0,0,-41023,Road,1,641340,41,19,682363,41,2000-01,New Jersey,1323703,82
Home,1/1/2017,0,1,81098,,1,782772,41,6,701674,41,2017-18,Tampa Bay,1484446,82
Home,1/1/2016,0,1,2086,,1,703555,41,20,701469,41,2016-17,Nashville,1405024,82
,1/1/2000,0,0,-48182,Road,1,640085,41,20,688267,41,2000-01,Edmonton,1328352,82
,1/1/2000,0,0,-41595,Road,1,636914,41,21,678509,41,2000-01,Washington,1315423,82
,1/1/2000,0,0,-42196,Road,1,632746,41,22,674942,41,2000-01,Boston,1307688,82
,1/1/2000,0,0,-13656,Road,1,625780,41,23,639436,41,2000-01,Winnipeg,1265216,82
,1/1/2000,0,0,-66873,Road,1,614875,41,24,681748,41,2000-01,Chicago,1296623,82
,1/1/2000,0,0,-28919,Road,1,611173,41,25,640092,41,2000-01,Tampa Bay,1251265,82
,1/1/2000,0,0,-64803,Road,1,601857,41,26,666660,41,2000-01,Florida,1268517,82
,1/1/2000,0,0,-99989,Road,1,583194,41,27,683183,41,2000-01,Arizona,1266377,82
,1/1/2000,0,0,-128975,Road,1,553470,41,28,682445,41,2000-01,Anaheim,1235915,82
,1/1/2000,0,0,-90991,Road,1,547584,41,29,638575,41,2000-01,Carolina,1186159,82
,1/1/2016,0,0,-26415,Road,1,686534,41,21,712949,41,2016-17,Ottawa,1399483,82
,1/1/2000,0,0,-220934,Road,1,464627,41,30,685561,41,2000-01,NY Islanders,1150188,82
,1/1/2016,0,0,-59276,Road,1,653632,41,22,712908,41,2016-17,Anaheim,1366540,82
,1/1/2016,0,0,-50451,Road,1,650157,41,23,700608,41,2016-17,Columbus,1350765,82
,1/1/2016,0,0,-77908,Road,1,645004,41,24,722912,41,2016-17,Winnipeg,1367916,82
,1/1/2016,0,0,-105804,Road,1,608252,41,25,714056,41,2016-17,Colorado,1322308,82
,1/1/2016,0,0,-120554,Road,1,599447,41,26,720001,41,2016-17,Florida,1319448,82
,1/1/2016,0,0,-108308,Road,1,597261,41,27,705569,41,2016-17,New Jersey,1302830,82
,1/1/2016,0,0,-180802,Road,1,537149,41,28,717951,41,2016-17,NY Islanders,1255100,82
,1/1/2016,0,0,-172832,Road,1,536878,41,29,709710,41,2016-17,Arizona,1246588,82
Home,1/1/2017,0,1,58040,,1,780501,41,7,722461,41,2017-18,Minnesota,1502962,82
,1/1/2016,0,0,-219173,Road,1,482829,41,30,702002,41,2016-17,Carolina,1184831,82
Home,1/1/2015,0,1,121668,,1,896240,41,1,774572,41,2015-16,Chicago,1670812,82
Home,1/1/2015,0,1,92742,,1,872808,41,2,780066,41,2015-16,Montreal,1652874,82
Home,1/1/2015,0,1,58302,,1,821107,41,3,762805,41,2015-16,Detroit,1583912,82
Home,1/1/2015,0,1,99999,,1,812907,41,4,712908,41,2015-16,Minnesota,1525815,82
Home,1/1/2015,0,1,74386,,1,788319,41,5,713933,41,2015-16,Philadelphia,1502252,82
Home,1/1/2015,0,1,55316,,1,785485,41,6,730169,41,2015-16,Toronto,1515654,82
Home,1/1/2015,0,1,93550,,1,784974,41,7,691424,41,2015-16,Calgary,1476398,82
Home,1/1/2015,0,1,80114,,1,782772,41,8,702658,41,2015-16,Tampa Bay,1485430,82
Home,1/1/2015,0,1,30616,,1,769846,41,9,739230,41,2015-16,Boston,1509076,82
Home,1/1/2017,0,1,74251,,1,775105,41,8,700854,41,2017-18,Calgary,1475959,82
Home,1/1/2015,0,1,54522,,1,762223,41,10,707701,41,2015-16,Buffalo,1469924,82
Home,1/1/2015,0,1,23199,,1,760584,41,11,737385,41,2015-16,Pittsburgh,1497969,82
Home,1/1/2015,0,1,38984,,1,758944,41,12,719960,41,2015-16,Washington,1478904,82
Home,1/1/2015,0,1,40869,,1,756483,41,13,715614,41,2015-16,St. Louis,1472097,82
Home,1/1/2015,0,1,47853,,1,755677,41,14,707824,41,2015-16,Vancouver,1463501,82
Home,1/1/2015,0,1,45218,,1,753452,41,15,708234,41,2015-16,Dallas,1461686,82
Home,1/1/2015,0,1,41246,,1,749234,41,16,707988,41,2015-16,Los Angeles,1457222,82
Home,1/1/2015,0,1,31270,,1,741472,41,17,710202,41,2015-16,Ottawa,1451674,82
,1/1/2015,0,0,-3198,Road,1,738246,41,18,741444,41,2015-16,NY Rangers,1479690,82
,1/1/2015,0,0,-18353,Road,1,698327,41,19,716680,41,2015-16,Colorado,1415007,82
Home,1/1/2017,0,1,68697,,1,769756,41,9,701059,41,2017-18,Washington,1470815,82
,1/1/2015,0,0,-21508,Road,1,695828,41,20,717336,41,2015-16,Nashville,1413164,82
,1/1/2015,0,0,-29625,Road,1,690499,41,21,720124,41,2015-16,Edmonton,1410623,82
,1/1/2015,0,0,-24440,Road,1,686623,41,22,711063,41,2015-16,San Jose,1397686,82
,1/1/2015,0,0,-38470,Road,1,669805,41,23,708275,41,2015-16,Anaheim,1378080,82
,1/1/2015,0,0,-74331,Road,1,630746,41,24,705077,41,2015-16,Florida,1335823,82
,1/1/2015,0,0,-94751,Road,1,627054,41,25,721805,41,2015-16,Winnipeg,1348859,82
,1/1/2015,0,0,-83891,Road,1,618029,41,26,701920,41,2015-16,New Jersey,1319949,82
,1/1/2015,0,0,-111041,Road,1,601293,41,27,712334,41,2015-16,Columbus,1313627,82
,1/1/2015,0,0,-157647,Road,1,558705,41,28,716352,41,2015-16,NY Islanders,1275057,82
,1/1/2015,0,0,-150337,Road,1,550763,41,29,701100,41,2015-16,Arizona,1251863,82
Home,1/1/2017,0,1,28971,,1,761764,41,10,732793,41,2017-18,Pittsburgh,1494557,82
,1/1/2015,0,0,-221647,Road,1,500363,41,30,722010,41,2015-16,Carolina,1222373,82
Home,1/1/2014,0,1,128702,,1,892532,41,1,763830,41,2014-15,Chicago,1656362,82
Home,1/1/2014,0,1,147052,,1,872752,41,2,725700,41,2014-15,Montreal,1598452,82
Home,1/1/2014,0,1,89380,,1,821107,41,3,731727,41,2014-15,Detroit,1552834,82
Home,1/1/2014,0,1,81176,,1,790107,41,4,708931,41,2014-15,Philadelphia,1499038,82
Home,1/1/2014,0,1,74346,,1,783072,41,5,708726,41,2014-15,Washington,1491798,82
Home,1/1/2014,0,1,76957,,1,782977,41,6,706020,41,2014-15,Calgary,1488997,82
Home,1/1/2014,0,1,66700,,1,781576,41,7,714876,41,2014-15,Toronto,1496452,82
Home,1/1/2014,0,1,52768,,1,779944,41,8,727176,41,2014-15,Minnesota,1507120,82
Home,1/1/2014,0,1,56188,,1,771761,41,9,715573,41,2014-15,Tampa Bay,1487334,82
